3, 0
4, 0
5, 0
6, 0
7, 0
11, 0
14, 0
15, 0
21, 0
22, 0
23, 0
27, 0
28, 0
29, 0
30, 0
31, 0
37, 0
38, 0
39, 0
42, 0
45, 0
46, 0
47, 0
53, 0
54, 0
55, 0
61, 0
62, 0
63, 0
69, 0
70, 0
71, 0
77, 0
78, 0
79, 0
85, 0
87, 0
93, 0
101, 0
103, 0
107, 0
108, 0
109, 0
110, 0
111, 0
116, 0
117, 0
119, 0
125, 0
126, 0
127, 0
132, 0
134, 0
135, 0
141, 0
142, 0
143, 0
149, 0
150, 0
151, 0
157, 0
158, 0
159, 0
165, 0
166, 0
167, 0
173, 0
174, 0
175, 0
181, 0
182, 0
183, 0
189, 0
190, 0
191, 0
197, 0
198, 0
199, 0
203, 0
205, 0
206, 0
207, 0
213, 0
214, 0
215, 0
221, 0
222, 0
223, 0
227, 0
228, 0
229, 0
230, 0
231, 0
235, 0
237, 0
238, 0
239, 0
246, 0
247, 0
253, 0
254, 0
255, 0
261, 0
262, 0
263, 0
267, 0
269, 0
270, 0
271, 0
277, 0
278, 0
279, 0
285, 0
286, 0
287, 0
293, 0
0, 1
1, 1
2, 1
8, 1
9, 1
10, 1
16, 1
17, 1
18, 1
24, 1
25, 1
26, 1
32, 1
33, 1
34, 1
35, 1
36, 1
40, 1
41, 1
43, 1
44, 1
48, 1
49, 1
50, 1
51, 1
52, 1
56, 1
57, 1
58, 1
59, 1
64, 1
65, 1
66, 1
67, 1
68, 1
72, 1
73, 1
74, 1
75, 1
76, 1
80, 1
82, 1
83, 1
84, 1
88, 1
89, 1
90, 1
91, 1
92, 1
96, 1
97, 1
98, 1
99, 1
100, 1
104, 1
105, 1
106, 1
112, 1
113, 1
114, 1
120, 1
121, 1
122, 1
123, 1
128, 1
129, 1
130, 1
131, 1
133, 1
136, 1
137, 1
138, 1
140, 1
144, 1
145, 1
146, 1
147, 1
152, 1
153, 1
154, 1
155, 1
160, 1
161, 1
162, 1
163, 1
164, 1
168, 1
169, 1
170, 1
171, 1
172, 1
176, 1
177, 1
178, 1
179, 1
180, 1
184, 1
185, 1
186, 1
187, 1
188, 1
192, 1
193, 1
194, 1
200, 1
201, 1
202, 1
204, 1
208, 1
209, 1
210, 1
211, 1
212, 1
216, 1
217, 1
218, 1
219, 1
220, 1
224, 1
225, 1
226, 1
232, 1
233, 1
234, 1
240, 1
241, 1
242, 1
243, 1
248, 1
249, 1
250, 1
251, 1
252, 1
256, 1
257, 1
258, 1
259, 1
260, 1
264, 1
265, 1
266, 1
268, 1
272, 1
273, 1
274, 1
275, 1
276, 1
280, 1
281, 1
282, 1
283, 1
284, 1
288, 1
289, 1
290, 1
291, 1
292, 1
296, 1
297, 1
298, 1
299, 1
300, 1
304, 1
305, 1
306, 1
19, 2
102, 2
118, 2
124, 2
148, 2
156, 2
195, 2
350, 2
400, 2
403, 2
456, 2
464, 2
472, 2
473, 2
474, 2
484, 2
492, 2
574, 2
591, 2
622, 2
625, 2
628, 2
634, 2
644, 2
665, 2
673, 2
679, 2
707, 2
715, 2
719, 2
728, 2
732, 2
737, 2
746, 2
760, 2
801, 2
805, 2
832, 2
840, 2
1020, 2
1022, 2
